Name,Team,Swimmer_ID,hometown,Starting season,Power_Index,FR,Events-FR,Freshman_PPE,SO,Events-SO,Sophomore_ppe,JR,Events-JR,Junior_ppe,SR,Events-SR,Senior_ppe,Total_Points,Total_Events,Total_ppe
Gil kiesler,North Carolina State University,495669,ISR,21,7.13,32,3,10.666666666666666,43,3,14.333333333333334,16,3,5.333333333333333,,,0,91,9,10.11111111111111
Eric Knowles,North Carolina State University,338923,OH,21,2.13,73,3,24.333333333333332,85,3,28.333333333333332,75,4,18.75,,,0,233,10,23.3
Jacob Molacek,North Carolina State University,209143,NE,18,1.00,,,0,,,0,,,0,41,3,13.666666666666666,41,3,13.666666666666666
Luke Sobolewski,North Carolina State University,347153,OH,21,2.82,,,0,,,0,40,3,13.333333333333334,,,0,40,3,13.333333333333334
Raymond Van Deusen,North Carolina State University,460662,AZ,21,6.19,,,0,,,0,,,0,,,0,0,0,0
Zachary Brown,North Carolina State University,423444,NC,22,1.76,34,3,11.333333333333334,57,3,19.0,,,0,,,0,91,6,15.166666666666666
John Healy,North Carolina State University,399147,NC,22,7.51,,,0,,,0,,,0,,,0,0,0,0
Nyls Korstanje,North Carolina State University,508726,NED,22,1.00,69,3,23.0,91,3,30.333333333333332,,,0,,,0,160,6,26.666666666666668
Rafał Kusto,North Carolina State University,651173,POL,22,3.08,32,3,10.666666666666666,22,2,11.0,,,0,,,0,54,5,10.8
Jack Moranetz,North Carolina State University,491235,CO,22,8.61,,,0,,,0,,,0,,,0,0,0,0
Nathaniel Mullens,North Carolina State University,393462,OH,22,10.18,,,0,,,0,,,0,,,0,0,0,0
Curtis Wiltsey,North Carolina State University,399140,NC,22,4.22,,,0,30,3,10.0,,,0,,,0,30,3,10.0
Bayne Bennett,North Carolina State University,1194310,NC,23,100.00,28,3,9.333333333333334,,,0,,,0,,,0,28,3,9.333333333333334
Noah Bowers,North Carolina State University,197350,VA,23,1.31,31,3,10.333333333333334,,,0,,,0,,,0,31,3,10.333333333333334
Kevin Childs,North Carolina State University,374578,CA,23,11.08,,,0,,,0,,,0,,,0,0,0,0
Zachary Cram,North Carolina State University,452781,VA,23,3.96,,,0,,,0,,,0,,,0,0,0,0
Ross Dant,North Carolina State University,403905,NC,23,1.18,75,3,25.0,,,0,,,0,,,0,75,3,25.0
Ergecan Gezmis,North Carolina State University,517828,TUR,21,2.05,,,0,,,0,72,3,24.0,,,0,72,3,24.0
Kimani Gregory,North Carolina State University,403057,PA,23,3.17,,,0,,,0,,,0,,,0,0,0,0
Thomas Hamlet,North Carolina State University,477247,NC,23,5.41,,,0,,,0,,,0,,,0,0,0,0
Owen Hanna,North Carolina State University,482607,OH,23,11.43,,,0,,,0,,,0,,,0,0,0,0
Noah Henderson,North Carolina State University,377314,NC,23,3.70,45,3,15.0,,,0,,,0,,,0,45,3,15.0
Lawrence O'Brien,North Carolina State University,476284,NC,23,-1,13,3,4.333333333333333,,,0,,,0,,,0,13,3,4.333333333333333
Hunter Tapp,North Carolina State University,469948,KY,23,2.49,24,3,8.0,,,0,,,0,,,0,24,3,8.0
William Waite,North Carolina State University,400758,WA,23,14.43,,,0,,,0,,,0,,,0,0,0,0
Markus Wennborg,North Carolina State University,473945,NC,23,10.56,,,0,,,0,,,0,,,0,0,0,0
Samuel Dorman,University of Miami (Florida),135635,FL,15,100.00,,,0,,,0,56,2,28.0,41,2,20.5,97,4,24.25
Zachary Nees,University of Miami (Florida),317572,USA,14,100.00,,,0,,,0,,,0,24,2,12.0,24,2,12.0
Stephen Wilfong,University of Miami (Florida),112746,PA,17,100.00,50,2,25.0,,,0,,,0,,,0,50,2,25.0
Tanner Wilfong,University of Miami (Florida),207263,PA,17,100.00,,,0,,,0,,,0,,,0,0,0,0
Briadam Herrera,University of Miami (Florida),253968,FL,18,100.00,64,2,32.0,64,2,32.0,56,2,28.0,64,2,32.0,248,8,31.0
Tanner Willfong,University of Miami (Florida),477814,USA,17,-1,,,0,,,0,28,1,28.0,,,0,28,1,28.0
David Dinsmore,University of Miami (Florida),225252,OH,20,100.00,52,2,26.0,32,1,32.0,32,1,32.0,32,1,32.0,148,5,29.6
Zachary Cooper,University of Miami (Florida),1067915,CT,21,100.00,62,3,20.666666666666668,65,3,21.666666666666668,28,1,28.0,,,0,155,7,22.142857142857142
Max Flory,University of Miami (Florida),466248,VA,23,100.00,61,3,20.333333333333332,,,0,,,0,,,0,61,3,20.333333333333332
Brodie Scapens,University of Miami (Florida),1311497,AUS,20,-1,,,0,,,0,,,0,76,3,25.333333333333332,76,3,25.333333333333332
Joshua Beals,"University of North Carolina, Chapel Hill",167726,MA,14,2.09,,,0,,,0,,,0,0,3,0.0,0,3,0.0
Brian Bollerman,"University of North Carolina, Chapel Hill",106412,CT,15,3.82,,,0,,,0,30,3,10.0,44,3,14.666666666666666,74,6,12.333333333333334
Christian Caveness,"University of North Carolina, Chapel Hill",297882,NC,17,6.87,,,0,,,0,,,0,,,0,0,0,0
Benjamin Colley,"University of North Carolina, Chapel Hill",165741,VA,16,7.14,,,0,62,3,20.666666666666668,71,4,17.75,75,3,25.0,208,10,20.8
Matthew Conway,"University of North Carolina, Chapel Hill",157961,IL,17,2.21,3,3,1.0,,,0,41,3,13.666666666666666,14,3,4.666666666666667,58,9,6.444444444444445
William Deforest,"University of North Carolina, Chapel Hill",129943,NC,17,4.24,7,3,2.3333333333333335,30,3,10.0,20,3,6.666666666666667,,,0,57,9,6.333333333333333
Bradley Dillon,"University of North Carolina, Chapel Hill",58493,MD,15,10.90,,,0,,,0,63,3,21.0,,,0,63,3,21.0
Kyle Ficker,"University of North Carolina, Chapel Hill",257453,FL,15,22.44,,,0,,,0,,,0,,,0,0,0,0
Ryan Fox,"University of North Carolina, Chapel Hill",184737,VA,15,100.00,,,0,,,0,45,3,15.0,39,3,13.0,84,6,14.0
Alexander Gianino,"University of North Carolina, Chapel Hill",65718,NY,15,3.84,,,0,,,0,79,3,26.333333333333332,,,0,79,3,26.333333333333332
Dominick Glavich,"University of North Carolina, Chapel Hill",34109,NC,15,2.16,,,0,,,0,43,3,14.333333333333334,16,2,8.0,59,5,11.8
Christian Gondek,"University of North Carolina, Chapel Hill",65857,NC,17,18.92,,,0,,,0,,,0,,,0,0,0,0
Clifton Gordon,"University of North Carolina, Chapel Hill",115302,DE,15,5.33,,,0,,,0,,,0,,,0,0,0,0
Nicolas Graesser,"University of North Carolina, Chapel Hill",257456,PA,17,2.74,35,4,8.75,68,4,17.0,67,4,16.75,,,0,170,12,14.166666666666666
Logan Heck,"University of North Carolina, Chapel Hill",152416,NC,17,1.69,22,3,7.333333333333333,31,3,10.333333333333334,18,3,6.0,,,0,71,9,7.888888888888889
Tyler Hill,"University of North Carolina, Chapel Hill",88347,NC,15,3.77,,,0,,,0,17,3,5.666666666666667,25,3,8.333333333333334,42,6,7.0
Matthew Kwatyra,"University of North Carolina, Chapel Hill",152642,ON,17,2.24,,,0,,,0,,,0,,,0,0,0,0
Samuel Lewis,"University of North Carolina, Chapel Hill",153409,GA,17,2.73,68,3,22.666666666666668,75,4,18.75,84,4,21.0,,,0,227,11,20.636363636363637
Nicholas Lowe,"University of North Carolina, Chapel Hill",181494,FL,15,9.93,,,0,,,0,,,0,23,3,7.666666666666667,23,3,7.666666666666667
Bryce Mendes,"University of North Carolina, Chapel Hill",63769,NC,15,34.43,,,0,,,0,,,0,,,0,0,0,0
Osmund Moyer,"University of North Carolina, Chapel Hill",245842,PA,17,100.00,,,0,44,3,14.666666666666666,29,3,9.666666666666666,,,0,73,6,12.166666666666666
Patrick Myers,"University of North Carolina, Chapel Hill",85492,MA,15,2.01,,,0,,,0,54,3,18.0,41,3,13.666666666666666,95,6,15.833333333333334
Jack Nyquist,"University of North Carolina, Chapel Hill",121438,GA,17,100.00,53,3,17.666666666666668,71,3,23.666666666666668,65,3,21.666666666666668,58,3,19.333333333333332,247,12,20.583333333333332
Lucas Popp,"University of North Carolina, Chapel Hill",149649,KS,14,3.86,,,0,,,0,,,0,8,3,2.6666666666666665,8,3,2.6666666666666665
Michael Popp,"University of North Carolina, Chapel Hill",294090,USA,14,-1,,,0,,,0,,,0,,,0,0,0,0
Patrick Riess,"University of North Carolina, Chapel Hill",179863,LA,17,5.86,,,0,,,0,,,0,,,0,0,0,0
David Speese,"University of North Carolina, Chapel Hill",245844,PA,15,2.82,,,0,,,0,17,3,5.666666666666667,20,3,6.666666666666667,37,6,6.166666666666667
Theodore Steinkamp,"University of North Carolina, Chapel Hill",182103,IN,14,-1,,,0,,,0,,,0,,,0,0,0,0
John Stilley,"University of North Carolina, Chapel Hill",153455,NC,15,4.81,,,0,,,0,48,3,16.0,,,0,48,3,16.0
Eugene Tee,"University of North Carolina, Chapel Hill",180875,AUS,17,2.15,22,3,7.333333333333333,,,0,12,3,4.0,2,3,0.6666666666666666,36,9,4.0
Graham Williams,"University of North Carolina, Chapel Hill",152955,NC,15,3.83,,,0,,,0,,,0,,,0,0,0,0
Kurt Wolhrab,"University of North Carolina, Chapel Hill",172049,NC,16,8.24,,,0,27,3,9.0,48,3,16.0,48,3,16.0,123,9,13.666666666666666
Sean Burston,"University of North Carolina, Chapel Hill",276881,CT,18,100.00,40,3,13.333333333333334,,,0,40,3,13.333333333333334,32,3,10.666666666666666,112,9,12.444444444444445
Bailey Burt,"University of North Carolina, Chapel Hill",202063,NC,15,-1,,,0,,,0,,,0,,,0,0,0,0
Henry Campbell,"University of North Carolina, Chapel Hill",184815,VA,18,2.71,75,3,25.0,73,3,24.333333333333332,82,3,27.333333333333332,45,4,11.25,275,13,21.153846153846153
James Casey,"University of North Carolina, Chapel Hill",280127,NC,18,21.15,,,0,,,0,0,3,0.0,4,3,1.3333333333333333,4,6,0.6666666666666666
William Close,"University of North Carolina, Chapel Hill",236983,NC,15,9.43,,,0,,,0,,,0,,,0,0,0,0
Robert Douglas,"University of North Carolina, Chapel Hill",279787,MA,15,5.94,,,0,,,0,,,0,,,0,0,0,0
Corey John,"University of North Carolina, Chapel Hill",168091,CA,15,3.30,,,0,,,0,,,0,,,0,0,0,0
Luke Lechner,"University of North Carolina, Chapel Hill",241740,NC,18,3.30,,,0,,,0,,,0,,,0,0,0,0
Michael McBryan,"University of North Carolina, Chapel Hill",192867,PA,18,1.84,,,0,36,3,12.0,39,3,13.0,52,3,17.333333333333332,127,9,14.11111111111111
Weston Miller,"University of North Carolina, Chapel Hill",360968,NC,15,-1,,,0,,,0,,,0,,,0,0,0,0
Philip Perdue,"University of North Carolina, Chapel Hill",269883,NC,18,2.64,6,3,2.0,2,3,0.6666666666666666,0,3,0.0,0,3,0.0,8,12,0.6666666666666666
Dalton Shaw,"University of North Carolina, Chapel Hill",229332,NC,18,3.71,,,0,14,3,4.666666666666667,,,0,,,0,14,3,4.666666666666667
Thomas Bilden,"University of North Carolina, Chapel Hill",236901,NC,19,9.82,,,0,,,0,,,0,,,0,0,0,0
Noah Cairns,"University of North Carolina, Chapel Hill",237027,NC,19,12.29,10,3,3.3333333333333335,7,3,2.3333333333333335,2,4,0.5,,,0,19,10,1.9
Patrick Cusick,"University of North Carolina, Chapel Hill",278941,GA,19,14.93,14,3,4.666666666666667,18,3,6.0,1,3,0.3333333333333333,5,3,1.6666666666666667,38,12,3.1666666666666665
William Harrison,"University of North Carolina, Chapel Hill",181912,KY,19,4.46,12,3,4.0,,,0,,,0,,,0,12,3,4.0
William Martin,"University of North Carolina, Chapel Hill",269777,NC,19,15.88,,,0,,,0,,,0,,,0,0,0,0
Zuhayr Pigot,"University of North Carolina, Chapel Hill",254047,FL,19,14.69,,,0,,,0,,,0,,,0,0,0,0
Austin Sellers,"University of North Carolina, Chapel Hill",210492,FL,19,14.43,,,0,6,3,2.0,2,3,0.6666666666666666,2,3,0.6666666666666666,10,9,1.1111111111111112
John Welker,"University of North Carolina, Chapel Hill",291834,TX,19,26.70,,,0,,,0,,,0,,,0,0,0,0
Bryan Allen,"University of North Carolina, Chapel Hill",409834,CA,20,100.00,23,3,7.666666666666667,24,3,8.0,34,3,11.333333333333334,29,3,9.666666666666666,110,12,9.166666666666666
Devin Bellamy,"University of North Carolina, Chapel Hill",489325,CO,20,100.00,11,3,3.6666666666666665,,,0,,,0,,,0,11,3,3.6666666666666665
Gregory Brocato,"University of North Carolina, Chapel Hill",275108,PA,20,1.20,3,3,1.0,0,3,0.0,0,3,0.0,3,3,1.0,6,12,0.5
John Cobb,"University of North Carolina, Chapel Hill",270198,NC,20,6.41,7,3,2.3333333333333335,5,3,1.6666666666666667,,,0,,,0,12,6,2.0
Craig Emslie,"University of North Carolina, Chapel Hill",363356,RSA,18,-1,,,0,,,0,51,4,12.75,,,0,51,4,12.75
Brendan Feehery,"University of North Carolina, Chapel Hill",166548,TX,20,2.30,,,0,6,3,2.0,,,0,,,0,6,3,2.0
Andrew Heise,"University of North Carolina, Chapel Hill",269424,MI,20,9.56,,,0,,,0,,,0,0,3,0.0,0,3,0.0
Max Jenkins,"University of North Carolina, Chapel Hill",254428,FL,20,100.00,,,0,,,0,,,0,,,0,0,0,0
Jorden Merrilees,"University of North Carolina, Chapel Hill",217057,AUS,17,5.32,,,0,,,0,,,0,76,4,19.0,76,4,19.0
Michael Meyer,"University of North Carolina, Chapel Hill",259222,RSA,17,100.00,,,0,,,0,,,0,72,3,24.0,72,3,24.0
Andrew Owsiany,"University of North Carolina, Chapel Hill",517717,PA,20,100.00,4,3,1.3333333333333333,,,0,12,3,4.0,9,3,3.0,25,9,2.7777777777777777
Graham Weaver,"University of North Carolina, Chapel Hill",248378,NC,20,6.65,,,0,,,0,,,0,,,0,0,0,0
Valdas Abaliksta,"University of North Carolina, Chapel Hill",695501,LTU,21,12.76,35,3,11.666666666666666,35,3,11.666666666666666,51,3,17.0,,,0,121,9,13.444444444444445
James Courtney,"University of North Carolina, Chapel Hill",326175,AL,21,10.45,,,0,,,0,,,0,,,0,0,0,0
Dimitrios Dimitriou,"University of North Carolina, Chapel Hill",358442,GRE,21,4.34,26,3,8.666666666666666,0,3,0.0,39,3,13.0,,,0,65,9,7.222222222222222
Gregory Duncan,"University of North Carolina, Chapel Hill",379758,VA,21,100.00,64,3,21.333333333333332,,,0,,,0,,,0,64,3,21.333333333333332
Tyler Hill,"University of North Carolina, Chapel Hill",329222,NY,21,5.50,,,0,0,4,0.0,28,4,7.0,,,0,28,8,3.5
Alvin Jiang,"University of North Carolina, Chapel Hill",258556,TX,21,2.09,32,3,10.666666666666666,29,4,7.25,,,0,,,0,61,7,8.714285714285714
Daniel Koenigsperger,"University of North Carolina, Chapel Hill",523025,NZL,21,17.62,,,0,0,3,0.0,0,3,0.0,,,0,0,6,0.0
Nicholas Loomis,"University of North Carolina, Chapel Hill",254256,FL,19,8.93,,,0,,,0,1,3,0.3333333333333333,2,3,0.6666666666666666,3,6,0.5
Coleman Manchester,"University of North Carolina, Chapel Hill",348803,NC,21,11.59,,,0,,,0,,,0,,,0,0,0,0
William Messenger,"University of North Carolina, Chapel Hill",358077,NC,21,5.90,0,3,0.0,0,3,0.0,35,3,11.666666666666666,,,0,35,9,3.888888888888889
Nicholas Palmer,"University of North Carolina, Chapel Hill",321973,GA,21,10.32,,,0,,,0,0,3,0.0,,,0,0,3,0.0
Hans Schroeder,"University of North Carolina, Chapel Hill",305689,FL,21,5.20,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Christopher Thames,"University of North Carolina, Chapel Hill",321878,GA,21,4.01,16,3,5.333333333333333,15,3,5.0,32,3,10.666666666666666,,,0,63,9,7.0
Thomas Bretzmann,"University of North Carolina, Chapel Hill",404814,NC,22,3.44,4,3,1.3333333333333333,0,3,0.0,,,0,,,0,4,6,0.6666666666666666
Tucker Burhans,"University of North Carolina, Chapel Hill",399070,NC,22,7.91,0,3,0.0,7,4,1.75,,,0,,,0,7,7,1.0
Eli Coan,"University of North Carolina, Chapel Hill",352245,GA,21,11.48,,,0,13,3,4.333333333333333,0,3,0.0,,,0,13,6,2.1666666666666665
Andrew Owslany,"University of North Carolina, Chapel Hill",1027647,PA,19,-1,,,0,,,0,,,0,,,0,0,0,0
Jacob Rauch,"University of North Carolina, Chapel Hill",380971,NC,22,7.56,7,3,2.3333333333333335,36,3,12.0,,,0,,,0,43,6,7.166666666666667
Sterling Smith,"University of North Carolina, Chapel Hill",403046,MD,22,4.70,22,3,7.333333333333333,,,0,,,0,,,0,22,3,7.333333333333333
Tomas Sungalia,"University of North Carolina, Chapel Hill",958051,NONE,22,5.16,0,3,0.0,29,3,9.666666666666666,,,0,,,0,29,6,4.833333333333333
Luka Tomic,"University of North Carolina, Chapel Hill",403702,ON,20,32.32,,,0,,,0,,,0,0,4,0.0,0,4,0.0
Leo Collins,"University of North Carolina, Chapel Hill",418414,CA,23,12.07,,,0,,,0,,,0,,,0,0,0,0
Alexander Hart,"University of North Carolina, Chapel Hill",1184192,AUT,23,100.00,48,2,24.0,,,0,,,0,,,0,48,2,24.0
Adam Kerr,"University of North Carolina, Chapel Hill",404941,VA,23,11.51,,,0,,,0,,,0,,,0,0,0,0
Donovan Lahmann,"University of North Carolina, Chapel Hill",487617,IL,23,13.79,,,0,,,0,,,0,,,0,0,0,0
Alex Mayes,"University of North Carolina, Chapel Hill",1184194,TN,23,100.00,,,0,,,0,,,0,,,0,0,0,0
Alexander Mays,"University of North Carolina, Chapel Hill",462132,TN,23,16.46,8,4,2.0,,,0,,,0,,,0,8,4,2.0
Samson Mumber,"University of North Carolina, Chapel Hill",463847,GA,23,26.62,,,0,,,0,,,0,,,0,0,0,0
Andrew Rafalko,"University of North Carolina, Chapel Hill",484911,IN,23,20.82,,,0,,,0,,,0,,,0,0,0,0
Fabian Stepinski,"University of North Carolina, Chapel Hill",1201281,SUI,23,100.00,38,3,12.666666666666666,,,0,,,0,,,0,38,3,12.666666666666666
Santos Villalon,"University of North Carolina, Chapel Hill",751555,ENG,23,12.57,,,0,,,0,,,0,,,0,0,0,0
Thomas Anderson,University of Notre Dame,209800,CA,17,1.23,48,3,16.0,52,3,17.333333333333332,19,3,6.333333333333333,17,3,5.666666666666667,136,12,11.333333333333334
Bogac Ayhan,University of Notre Dame,151794,ENG,16,6.41,,,0,21,4,5.25,30,4,7.5,24,4,6.0,75,12,6.25
Colin Babcock,University of Notre Dame,98540,LA,15,9.92,,,0,,,0,48,3,16.0,,,0,48,3,16.0
Kevin Bradley,University of Notre Dame,127374,MA,17,4.74,7,3,2.3333333333333335,23,3,7.666666666666667,28,3,9.333333333333334,49,3,16.333333333333332,107,12,8.916666666666666
MATTHEW BUERGER,University of Notre Dame,117948,PA,16,2.22,,,0,31,3,10.333333333333334,,,0,,,0,31,3,10.333333333333334
Joshua Choi,University of Notre Dame,65739,CA,15,6.85,,,0,,,0,,,0,,,0,0,0,0
